Rk,Player,NationFixed,Nation,Pos,Squad,AgeFixed,Age,Born,MatchesPlayed,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG
462,Kieran Trippier,,GBR,DF,Newcastle Utd,32,32-134,1990,20,20,1774,19.7,1,4,1,0,0,5,0,0.5,0.5,6.3,6.8
463,Leandro Trossard,,BEL,FWMF,Arsenal,28,28-058,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0
464,Leandro Trossard,,BEL,FWMF,Brighton,28,28-058,1994,16,16,1315,14.6,7,2,7,0,0,1,0,4.4,4.4,2.1,6.5
465,Kostas Tsimikas,,GRE,DF,Liverpool,26,26-264,1996,12,5,441,4.9,0,3,0,0,0,1,0,0.6,0.6,0.8,1.5
466,Deniz Undav,,DEU,FWMF,Brighton,26,26-196,1996,8,0,101,1.1,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7
467,Yan Valery,,TUN,DF,Southampton,23,23-343,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0
468,Virgil van Dijk,,NLD,DF,Liverpool,31,31-207,1991,17,17,1485,16.5,2,0,2,0,0,1,0,1.1,1.1,0.2,1.2
469,Raphaël Varane,,FRA,DF,Manchester Utd,29,29-281,1993,15,13,1119,12.4,0,0,0,0,0,1,0,0,0,0.1,0.1
470,Jamie Vardy,,GBR,FW,Leicester City,36,36-020,1987,20,11,1137,12.6,1,4,1,0,0,1,0,2.5,2.5,0.6,3.1
471,Joël Veltman,,NLD,DF,Brighton,31,31-016,1992,17,13,1193,13.3,0,1,0,0,0,1,0,0.6,0.6,0.2,0.8
472,Fabio Vieira,,PRT,MFFW,Arsenal,22,22-246,2000,10,1,250,2.8,1,1,1,0,0,0,0,0.3,0.3,1.1,1.5
473,Rúben Vinagre,,PRT,DFMF,Everton,23,23-297,1999,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0
474,Carlos Vinícius,,BRA,FW,Fulham,27,27-312,1995,13,4,427,4.7,1,0,1,0,0,1,0,1.1,1.1,0.5,1.6
475,Theo Walcott,,GBR,FWMF,Southampton,33,33-321,1989,3,1,113,1.3,0,0,0,0,0,1,0,0,0,0,0
476,Kyle Walker,,GBR,DF,Manchester City,32,32-248,1990,10,9,703,7.8,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5
477,Kyle Walker-Peters,,GBR,DF,Southampton,25,25-293,1997,16,16,1402,15.6,1,0,1,0,0,2,0,0.7,0.7,0.9,1.6
478,Aaron Wan-Bissaka,,GBR,DF,Manchester Utd,25,25-066,1997,7,6,523,5.8,0,0,0,0,0,0,0,0,0,0.5,0.6
479,Danny Ward,,GBR,GK,Leicester City,29,29-223,1993,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0
480,Joel Ward,,GBR,DF,Crystal Palace,33,33-094,1989,16,14,1295,14.4,0,0,0,0,0,4,0,0,0,0.1,0.1
481,James Ward-Prowse,,GBR,MF,Southampton,28,28-091,1994,20,20,1800,20,5,2,5,0,1,2,0,2.6,1.6,3.8,5.5
482,Ollie Watkins,,GBR,FW,Aston Villa,27,27-032,1995,19,18,1538,17.1,4,4,4,0,0,1,0,5.9,5.9,2.1,8
483,Adam Webster,,GBR,DF,Brighton,28,28-027,1995,14,13,1171,13,0,0,0,0,0,1,0,1.3,1.3,0,1.3
484,Wout Weghorst,,NLD,FW,Manchester Utd,30,30-177,1992,2,2,158,1.8,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2
485,Danny Welbeck,,GBR,FW,Brighton,32,32-066,1990,15,12,1086,12.1,1,2,1,0,0,0,0,4.3,4.3,2.4,6.7
486,Ben White,,GBR,DF,Arsenal,25,25-115,1997,19,19,1509,16.8,0,2,0,0,0,4,0,0.3,0.3,1.1,1.4
487,Harvey White,,GBR,MF,Tottenham,21,21-134,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0
488,Neco Williams,,GBR,DF,Nott'ham Forest,21,21-293,2001,20,12,1126,12.5,0,0,0,0,0,3,0,0.9,0.9,1.3,2.3
489,Willian,,BRA,FW,Fulham,34,34-175,1988,14,12,1060,11.8,2,2,2,0,0,0,0,2.2,2.2,1.8,4
490,Joe Willock,,GBR,MF,Newcastle Utd,23,23-164,1999,20,18,1484,16.5,2,2,2,0,0,0,0,3.3,3.3,3.4,6.7
491,Callum Wilson,,GBR,FW,Newcastle Utd,30,30-338,1992,15,13,1038,11.5,6,3,5,1,1,3,0,7.3,6.6,1.4,8
492,Harry Wilson,,GBR,FW,Fulham,25,25-315,1997,12,3,331,3.7,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2
493,Yoane Wissa,,COD,FW,Brentford,26,26-150,1996,20,8,844,9.4,4,1,4,0,0,2,0,3,3,1.4,4.4
494,Maximilian Wöber,,AUT,DF,Leeds United,24,24-361,1998,2,1,115,1.3,0,0,0,0,0,0,0,0.2,0.2,0,0.2
495,Chris Wood,,NZL,FW,Newcastle Utd,31,31-055,1991,18,4,446,5,2,0,1,1,1,0,0,1.8,1,0.3,1.3
496,Chris Wood,,NZL,FW,Nott'ham Forest,31,31-055,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0
497,Joe Worrall,,GBR,DF,Nott'ham Forest,26,26-021,1997,16,12,1167,13,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7
498,Granit Xhaka,,CHE,MF,Arsenal,30,30-126,1992,19,19,1616,18,3,5,3,0,0,3,0,2,2,3.7,5.6
499,Ryan Yates,,GBR,MF,Nott'ham Forest,25,25-071,1997,18,16,1392,15.5,0,1,0,0,0,4,0,2.2,2.2,1.1,3.3
500,Ashley Young,,GBR,DF,Aston Villa,37,37-206,1985,16,12,1134,12.6,1,0,1,0,0,3,0,0.2,0.2,0.7,0.9
501,Wilfried Zaha,,CIV,FWMF,Crystal Palace,30,30-082,1992,19,19,1661,18.5,6,2,6,0,2,3,0,5.1,3.3,2.4,5.7
502,Denis Zakaria,,CHE,MF,Chelsea,26,26-072,1996,4,4,286,3.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2
503,Jordan Zemura,,ZIM,DF,Bournemouth,23,23-078,1999,14,12,1037,11.5,0,1,0,0,0,1,0,0.2,0.2,1.4,1.6
504,Oleksandr Zinchenko,,UKR,DF,Arsenal,26,26-047,1996,12,11,901,10,0,1,0,0,0,1,0,0.7,0.7,0.5,1.2
505,Hakim Ziyech,,MAR,FWMF,Chelsea,29,29-318,1993,10,4,428,4.8,0,1,0,0,0,0,0,0.5,0.5,1.2,1.7
506,Kurt Zouma,,FRA,DF,West Ham,28,28-096,1994,15,15,1274,14.2,1,0,1,0,0,0,0,1.1,1.1,0,1.1
507,Martin Ødegaard,,NOR,MF,Arsenal,24,24-045,1998,18,18,1518,16.9,8,5,8,0,0,3,0,5.5,5.5,5,10.4
